title,link,description
Road Accident Inquiry Voted,https://www.nytimes.com/1956/03/28/archives/road-accident-inquiry-voted.html,House adopts Repr Roberts resolution calling for probe of accidents causes by Commerce Com
Student Dies in Road Accident,https://www.nytimes.com/1961/12/08/archives/student-dies-in-road-accident.html,
Cost of Road Accidents Over $1-Billion a Month,https://www.nytimes.com/1969/06/29/archives/cost-of-road-accidents-over-1billion-a-month.html,"Ins Information Inst puts econ cost of accidents at $1,078,622,000, Apr, 4th consecutive mo to show $1-biliion or more"
"$400,000 Study Is Started Of Road-Accident Services",https://www.nytimes.com/1966/07/08/archives/400000-study-is-started-of-roadaccident-services.html,"White House repts $400,000 contract let to NC Univ for major demonstration project on improved emergency med services for injured; study asked by Pres Johnson in transportation message to Cong"
ICY RAINS CAUSE ROAD ACCIDENTS NORTH OF THE CITY,https://www.nytimes.com/1983/12/13/nyregion/icy-rains-cause-road-accidents-north-of-the-city.html,"   An icy rain glazed roads in the northern suburbs of New York City this morning, causing highway accidents and traffic jams, delaying commuter railroad lines and closing schools.     The rain came before dawn, creating hazardous conditions from Monroe, N.Y., in Orange County, to Hartford.    Later in the day, warmer rain cleared away much of the ice, and the National Weather Service forecast rain or drizzle through Tuesday."
ROAD ACCIDENTS RISE AS SNOW GREETS 1978,https://www.nytimes.com/1978/01/02/archives/road-accidents-rise-as-snow-greets-1978-a-20car-pileup-in.html,Snow creates hazardous rd conditions in NYC met area on Jan 1 and many major hwys and bridges are snarled for several hrs because of stalled traffic; accident on Henry Hudson Pkwy noted; NYC Mayor Koch authorizes Sanitation Dept to hire extra workers to clear sts (M)
Ken Kesey's Son Dies After a Road Accident,https://www.nytimes.com/1984/01/24/obituaries/ken-kesey-s-son-dies-after-a-road-accident.html,"   Jed Kesey, the 20-year-old son of the author Ken Kesey, died today of injuries suffered in an accident on an icy road.   The younger Kesey, a member of the University of Oregon wrestling team, was the second wrestler to die as a result of the accident, which occurred when a van carrying the team skidded Saturday near Pomeroy in southeastern Washington."
Ohio Road Accident Kills 6,https://www.nytimes.com/1963/10/03/archives/ohio-road-accident-kills-6.html,
EXPERT TIES FATIGUE TO ROAD ACCIDENTS,https://www.nytimes.com/1957/09/28/archives/expert-ties-fatigue-to-road-accidents.html,Dr A S Church repts tests made at Chrysler request show fatigue rather than monotony is major cause of hwy accidents
Road Accidents Killed 506 in 3â€Day Weekend,https://www.nytimes.com/1978/05/31/archives/road-accidents-killed-506-in-3day-weekend.html,"Natl Safety Council repts traffic accidents over holiday weekend killed 506 people, exceeding its estimates, and substantially higher than 432 deaths during '77 period (S)"
7 Dependents of U.S.Soldiersl.. Killed in German Road Accident,https://www.nytimes.com/1978/03/29/archives/7-dependents-of-us-soldiers-killed-in-german-road-accident.html,"Wives and 5 children of 2 US Army soldiers killed in auto accident, Hanau, W Ger (S)"
"Road Accidents Total 2,171, With 15 Deaths, in Week",https://www.nytimes.com/1962/11/07/archives/road-accidents-total-2171-with-15-deaths-in-week.html,"A total of 2,171 traffic accidents occurred here last week, the Police Safety Bureau reported yesterday. The figure was 420 more than in the comparable 1961 period and 273 more than in the week before.  "
Road accident galvanizes the country : Deaths in Korea ignite anti-American passion,https://www.nytimes.com/2002/07/31/IHT-road-accident-galvanizes-the-country-deaths-in-korea-ignite-antiamerican.html,"On a concrete wall surrounding Camp Red Cloud, a small U.S. Army post here, an identification photograph of Sergeant Mark Walker stares blankly from dozens of posters proclaiming him ""wanted"" for the ""crime of murder."".As banners be"
Road accident galvanizes the country : Deaths in Korea ignite anti-American passion,https://www.nytimes.com/2002/07/31/news/road-accident-galvanizes-the-country-deaths-in-korea-ignite.html,"UIJONGBU, South Korea:â€”  On a concrete wall surrounding Camp Red Cloud, a small U.S. Army post here, an identification photograph of Sergeant Mark Walker stares blankly from dozens of posters proclaiming him ""wanted"" for the ""crime of murder."" "
Road Accidents Cut Since Britain Began Use of Breath Tests,https://www.nytimes.com/1967/12/10/archives/road-accidents-cut-since-britain-began-use-of-breath-tests.html,"Scotland Yd repts sharp drop in late night accidents, London, since tests; accidents, Oct, 10% below Oct '66"
Fuel Tanker Explosion Leaves at Least 150 Dead in Nigeria,https://www.nytimes.com/2024/10/16/world/africa/nigeria-fuel-tanker-explosion.html,"Residents of a nearby town went to scoop up gasoline that had spilled from an overturned tanker, but then it exploded, setting off an inferno. Several similar disasters have taken place in recent years."
Tesla Self-Driving System Will Be Investigated by Safety Agency,https://www.nytimes.com/2024/10/18/business/tesla-self-driving-investigation.html,The National Highway Traffic Safety Administration said it was looking into what Elon Muskâ€™s electric car company called the full self-driving system.
"13 killed, 16 injured in road accident in Iran  - Africa & Middle East - International Herald Tribune",https://www.nytimes.com/2006/09/20/world/africa/20iht-web.0920accident.2874807.html,"TEHRAN â€” At least 13 passengers were killed and 16 others wounded Wednesday when a truck smashed into a bus in eastern Iran, state-run radio reported. The deadly accident took place on a road linking Kerman, in southeastern Iran, to Mashhad, in the northeast, the broadcast said. The accident reportedly took place after the bus veered off its path. Some of the injured were in critical condition, the radio said. Iran has one of the world's worst records for traffic accidents, with more than 26,000 casualties in 2005. The high toll is blamed on unsafe vehicles, disregard for traffic rules and inadequate emergency services."
"ICE COATS ROADS; ACCIDENTS MOUNT; Freezing Rain Clogs Traffic -- Skidding Causes Many Crashes -- Buses Late ICE COATS ROADS, ACCIDENTS MOUNT",https://www.nytimes.com/1960/01/11/archives/ice-coats-roads-accidents-mount-freezing-rain-clogs-traffic.html,"freezing rain, snow slow traffic; accidents; other effects"
SAILOR DIES IN CRASH; Brooklynite in Road Accident Near Jacksonville,https://www.nytimes.com/1959/01/22/archives/sailor-dies-in-crash-brooklynite-in-road-accident-near-jacksonville.html,
3 Killed in Car Crash on Suffolk County Road,https://www.nytimes.com/2006/05/17/nyregion/17cnd-island.html,All three occupants of a compact car died early this morning when the car slammed into the back of a parked tractor-trailer.
AUTOMOBILES: FEUD; Expert Finds No Proof That Billboards Actually Cause Road Accidents,https://www.nytimes.com/1957/07/21/archives/automobiles-feud-expert-finds-no-proof-that-billboards-actually.html,Traffic Engineers Inst exec sec Baldwin sees no significant relationship between billboards and traffic accidents
ENVOY IS ACCUSED IN ROAD ACCIDENT; U.S. Official Study Charges Against Nigerian Aide,https://www.nytimes.com/1965/11/03/archives/envoy-is-accused-in-road-accident-us-official-study-charges-against.html,"US officials study charge that D Ngwube, 1st Sec of Nigerian Mission to UN, was involved in hit-and-run accident, Tuckahoe"
"FANGIO IN SMASH-UP; Bruised in Road Accident, He Enters Italian Hospital",https://www.nytimes.com/1957/09/22/archives/fangio-in-smashup-bruised-in-road-accident-he-enters-italian.html,"hurt in car crash, Italy"
AUTOMOBILES: CLASSES; High School Driver Education Is Urged By Governors to Cut Road Accidents,https://www.nytimes.com/1952/06/15/archives/automobiles-classes-high-school-driver-education-is-urged-by.html,bids recd on toll collection systems
STUDENT DIES IN CRASH; 3 Other New Yorkers Hurt in Florida Road Accident,https://www.nytimes.com/1959/03/20/archives/student-dies-in-crash-3-other-new-yorkers-hurt-in-florida-road.html,
CRASH KILLS 3 SAILORS; Soldier and Wao Die After Another Road Accident,https://www.nytimes.com/1957/09/16/archives/crash-kills-3-sailors-soldier-and-wao-die-after-another-road.html,
AUTOMOBILES; New Safety Campaign Planned to Cut Down Road Accidents and Casualties,https://www.nytimes.com/1946/03/24/archives/automobiles-new-safety-campaign-planned-to-cut-down-road-accidents.html,WITH the advent of spring motor travel will grow in  volume and greater efforts to promote safety on the road are a paramount necessity.  
"In China, Video of Deadly Accident Reignites Debate Over Lack of Trust",https://www.nytimes.com/2017/06/09/world/asia/china-woman-run-over-video.html,A video showing pedestrians and drivers ignoring a woman struck by a taxi and then run over by an S.U.V. has left Chinese again questioning their societal values.
INSURANCE RISE LISTED; British Concern Reports for 1942 -- Road Accidents Up,https://www.nytimes.com/1943/06/23/archives/insurance-rise-listed-british-concern-reports-for-1942-road.html,"Rept, '42"
"A Menace to Motorists, but the â€˜Nobleâ€™ Moose Is Adopted by Newfoundland",https://www.nytimes.com/2024/10/05/world/canada/newfoundland-moose-car-accidents.html,"Introduced to the island 120 years ago, moose are involved in hundreds of collisions each year. But the huge animal is an accepted part of life here. â€œI suspect that they got squattersâ€™ rights.â€"
LIGHTS FOR PEDESTRIANS.; Many Road Accidents Laid to Their Carelessness in Walking.,https://www.nytimes.com/1934/12/31/archives/lights-for-pedestrians-many-road-accidents-laid-to-their.html,"Urges pedestrian rules to avoid accidents, lr"
BROOKLYN AIRMAN KILLED; He and Another Sergeant Die in Indiana Road Accident ,https://www.nytimes.com/1949/08/17/archives/brooklyn-airman-killed-he-and-another-sergeant-die-in-indiana-road.html,
"KENNEDY ACCENTS SAFETY CAMPAIGN; Notes Dip in Road Accidents This Year, but Tells Police Toll Is 'Still Too High'",https://www.nytimes.com/1956/11/12/archives/kennedy-accents-safety-campaign-notes-dip-in-road-accidents-this.html,Kennedy holds death toll too high; urges greater police effort
AUTO IMPERILING BRITISH TRADITION; Dean Forest's Sheep Face Loss of Right to Rove -Road Accident Rate High,https://www.nytimes.com/1959/05/17/archives/auto-imperiling-british-tradition-dean-forests-sheep-face-loss-of.html,"Govt com urges enclosure of Dean Forest (Gloucestershire) sheep to bar accidents; 119 sheep killed in crashes, 2 yrs; high overall accident rate noted"
